"idn","year"
1152518828,1750
1152518836,1750
1152521152,1750
1152522329,1750
1152522434,1750
1152523546,1750
1152531034,1750
"115253114X",1750
1152533533,1750
"115253386X",1750
1152540815,1750
1152541625,1750
1152541641,1750
"115254165X",1750
1152542257,1750
1152544276,1750
1152545124,1750
1152545760,1750
1152546325,1750
1152547305,1750
1152548336,1750
1152551620,1750
"115255218X",1750
1152552384,1750
1152553194,1750
1152553356,1750
1152553682,1750
"115255381X",1750
"115255395X",1750
1152554557,1750
1152555081,1750
1152556681,1750
"115255669X",1750
1152556738,1750
1152559796,1750
1152559826,1750
1152560735,1750
1152561189,1750
1152563181,1750
1152564285,1750
1152564463,1750
1152565001,1750
1152565273,1750
1152565303,1750
1152565346,1750
1152566067,1750
1152566148,1750
1152566458,1750
1152566725,1750
1152567063,1750
1152567128,1750
1152567683,1750
1152568450,1750
1152568477,1750
1152568841,1750
"115257017X",1750
"115257082X",1750
1152572032,1750
1152572105,1750
1152572431,1750
1152572520,1750
1152572598,1750
"115257261X",1750
1152572679,1750
1152572768,1750
1152572822,1750
1152575783,1750
1152575929,1750
1152577107,1750
1152577255,1750
1152579215,1750
1152579444,1750
1152580876,1750
1152581007,1750
1152581058,1750
1152581201,1750
"115258202X",1750
1152582399,1750
1152582429,1750
1152582542,1750
1152583352,1750
1152583816,1750
1152585797,1750
1152585908,1750
1152585975,1750
1152585983,1750
1152585991,1750
1152586947,1750
1152587102,1750
1152587234,1750
1152587307,1750
1152587439,1750
1152587552,1750
1152604643,1750
1152609475,1750
1152609483,1750
"115260984X",1750
1152610015,1750
1152611097,1750
1152616730,1750
1152616765,1750
1152616773,1750
1152616803,1750
1152616900,1750
1152616951,1750
1152616986,1750
1152616994,1750
1152617001,1750
1152617036,1750
1152628984,1750
1152629522,1750
1152629883,1750
1152630059,1750
1152630482,1750
1152630970,1750
1152631071,1750
1152631586,1750
1152631748,1750
1152631993,1750
1152632280,1750
1152632361,1750
1152632930,1750
1152633341,1750
1152634704,1750
1152634712,1750
1152634976,1750
1152635018,1750
1152635174,1750
1152635301,1750
1152635484,1750
1152635786,1750
1152636359,1750
1152636413,1750
1152636669,1750
1152636782,1750
1152637126,1750
1152637509,1750
1152637614,1750
1152637789,1750
1152637932,1750
1152639331,1750
1152639560,1750
1152639625,1750
1152641565,1750
1152641999,1750
1152642065,1750
1152644270,1750
1152644475,1750
1152644890,1750
1152645382,1750
1152645412,1750
1152645455,1750
1152645463,1750
1152645501,1750
"115264551X",1750
1152645536,1750
1152645544,1750
1152647008,1750
1152647342,1750
1152647369,1750
1152647415,1750
1152647482,1750
1152647539,1750
1152648683,1750
1152648861,1750
1152649043,1750
"115264906X",1750
1152649175,1750
1152649299,1750
1152649310,1750
1152649345,1750
1152650661,1750
1152650688,1750
1152650726,1750
1152650734,1750
1152650807,1750
1152650866,1750
1152653113,1750
1152653474,1750
1152653962,1750
1152653970,1750
1152653989,1750
1152653997,1750
1152654055,1750
1152654896,1750
1152654977,1750
1152655280,1750
1152655310,1750
"115265537X",1750
1152655485,1750
1152655515,1750
"115265554X",1750
1152655566,1750
1152655574,1750
1152655663,1750
1152655671,1750
1152655698,1750
1152655701,1750
"115265571X",1750
1152655728,1750
1152655736,1750
1152655744,1750
1152655752,1750
1152655760,1750
1152655779,1750
1152655787,1750
1152655795,1750
1152655809,1750
1152655817,1750
1152655825,1750
1152655922,1750
1152655930,1750
1152655957,1750
1152655965,1750
1152655973,1750
1152655981,1750
"115265599X",1750
1152656007,1750
1152660020,1750
1152661094,1750
1152661108,1750
1152661329,1750
1152662953,1750
1152664603,1750
1152664735,1750
1152665219,1750
1152665634,1750
1152667467,1750
1152667580,1750
1152669540,1750
1152670174,1750
1152671219,1750
1152671413,1750
1152673823,1750
1152674706,1750
1152678078,1750
1152678493,1750
1152678566,1750
1152681974,1750
1152681982,1750
1152681990,1750
1152682008,1750
1152682032,1750
1152682059,1750
1152682075,1750
1152682083,1750
1152684019,1750
1152684558,1750
"115268793X",1750
"115268910X",1750
1152689444,1750
1152689967,1750
1152693905,1750
1152695029,1750
1152695037,1750
"115269507X",1750
1152695231,1750
1152695460,1750
1152695541,1750
1152696130,1750
1152696173,1750
1152696211,1750
1152696300,1750
1152696343,1750
1152696386,1750
1152696408,1750
1152696491,1750
1152696629,1750
1152703749,1750
1152704125,1750
"115270415X",1750
1152704354,1750
1152704370,1750
1152704400,1750
1152704419,1750
1152704443,1750
1152704621,1750
"115270463X",1750
1152704648,1750
1152705695,1750
1152709844,1750
1152710044,1750
1152710419,1750
1152710427,1750
1152711474,1750
1152711636,1750
1152711903,1750
1152712152,1750
1152712357,1750
1152712764,1750
1152712780,1750
1152713256,1750
1152713337,1750
1152713418,1750
1152713485,1750
1152713493,1750
1152713574,1750
1152713590,1750
1152713655,1750
1152713671,1750
1152713701,1750
"115271371X",1750
1152713736,1750
1152713744,1750
1152713876,1750
1152714058,1750
1152714066,1750
1152714120,1750
1152714147,1750
1152714155,1750
1152714481,1750
"115271600X",1750
1152720570,1750
1152720589,1750
1152720627,1750
1152720643,1750
1152721771,1750
1152721836,1750
1152721887,1750
1152721917,1750
1152721925,1750
1152721968,1750
1152722808,1750
1152723367,1750
1152723383,1750
1152723405,1750
1152723413,1750
1152723421,1750
"115272343X",1750
1152723448,1750
1152723472,1750
1152723499,1750
1152723502,1750
1152723510,1750
1152723529,1750
1152723537,1750
1152723545,1750
1152723561,1750
1152723588,1750
"115272360X",1750
1152723618,1750
1152723626,1750
1152723634,1750
1152723642,1750
1152723650,1750
1152723669,1750
1152723677,1750
1152723685,1750
1152723707,1750
1152723715,1750
1152723723,1750
1152723731,1750
1152723901,1750
1152723944,1750
1152724029,1750
1152724037,1750
1152724045,1750
1152724053,1750
1152724177,1750
1152724657,1750
1152724673,1750
1152724681,1750
"115272469X",1750
1152724703,1750
1152724746,1750
1152724797,1750
1152724827,1750
1152724835,1750
1152724843,1750
1152724851,1750
1152724886,1750
1152724894,1750
1152724916,1750
1152724924,1750
1152724932,1750
1152724967,1750
1152724983,1750
1152724991,1750
1152725017,1750
1152725025,1750
1152725033,1750
1152725041,1750
"115272505X",1750
1152725068,1750
1152725076,1750
1152725084,1750
1152725092,1750
1152725106,1750
1152725122,1750
1152725130,1750
1152725149,1750
1152725157,1750
1152725165,1750
1152725173,1750
1152725181,1750
"115272519X",1750
1152725211,1750
"115272522X",1750
1152725238,1750
1152725254,1750
1152725289,1750
1152725300,1750
1152725343,1750
1152725351,1750
1152725378,1750
1152725386,1750
1152725394,1750
1152725408,1750
1152725416,1750
1152725459,1750
1152725467,1750
1152725505,1750
"115272553X",1750
1152725564,1750
1152725572,1750
1152725580,1750
1152725610,1750
1152725645,1750
1152725653,1750
1152725661,1750
1152725726,1750
1152725807,1750
"115272584X",1750
1152725858,1750
1152725912,1750
1152725920,1750
1152726145,1750
1152726161,1750
1152726226,1750
1152726641,1750
1152730703,1750
1152733044,1750
1152741683,1750
1152743015,1750
1152743031,1750
1152743171,1750
1152743465,1750
1152743570,1750
"115274562X",1750
1152745719,1750
"115274917X",1750
1152752979,1750
1152754971,1750
1152754998,1750
"115275629X",1750
1152756311,1750
"115275632X",1750
1152756354,1750
1152757253,1750
"115275730X",1750
1152757423,1750
1152757431,1750
"115275744X",1750
1152757458,1750
1152757547,1750
1152757598,1750
1152757636,1750
1152757652,1750
1152757660,1750
1152757679,1750
1152757687,1750
1152757741,1750
1152757784,1750
1152757830,1750
1152758721,1750
1152761404,1750
1152795554,1750
1152807757,1750
1152818880,1750
"115282371X",1750
1153958929,1750
1153961164,1750
1153969203,1750
"115397200X",1750
1154009874,1750
1154192083,1750
1154193403,1750
1154952096,1750
1152733036,1750
366011758,1751
366851330,1751
1002231493,1751
1066799997,1751
1132618215,1751
1132648920,1751
1132656737,1751
1132656745,1751
1137081554,1751
1137085681,1751
1137085959,1751
1137086122,1751
1137087943,1751
1137088036,1751
1137088885,1751
1137090715,1751
1137091436,1751
1137093544,1751
1137093676,1751
1137095598,1751
1137095849,1751
1137095873,1751
1137096071,1751
1137096322,1751
1137097191,1751
1137100346,1751
1137104465,1751
1137104732,1751
"113710502X",1751
1137107774,1751
1137108495,1751
1137110902,1751
1137112506,1751
1152470493,1751
1152585800,1751
1152733621,1751
1153961148,1751
1153961156,1751
1153966115,1751
362479631,1752
365677175,1752
1034945475,1752
1035136058,1752
"103529155X",1752
1035291576,1752
1066692750,1752
1066869103,1752
1066870047,1752
1107343003,1752
1137104236,1752
1139206168,1752
1139297937,1752
1152489968,1752
361200897,1753
991581652,1753
1003970222,1753
1003970249,1753
1066753962,1753
1066781990,1753
1069873942,1753
1069874027,1753
1069874051,1753
1069874108,1753
1069874132,1753
1069874167,1753
1069874183,1753
1069874205,1753
1069874213,1753
"106987423X",1753
1069874264,1753
1069874302,1753
1069874310,1753
1069874337,1753
1069874361,1753
"106987437X",1753
1069874396,1753
1069874418,1753
1069874434,1753
1069874477,1753
1069874604,1753
1069874671,1753
1069874698,1753
"106987471X",1753
1069874744,1753
1069874752,1753
1069874787,1753
1069874817,1753
1069874833,1753
1069874868,1753
1069874876,1753
1069874906,1753
1069874922,1753
1069874930,1753
1069874981,1753
"106987499X",1753
"106987504X",1753
1069875104,1753
1069875120,1753
1069875147,1753
1069875155,1753
1069875163,1753
"106987518X",1753
1069875201,1753
1069875244,1753
1069875252,1753
1069875260,1753
1069875279,1753
1069875295,1753
1069875325,1753
1069875333,1753
"106987535X",1753
1069875376,1753
1069875384,1753
1069887846,1753
1069887862,1753
1069887889,1753
1069887900,1753
1069887919,1753
1069887927,1753
1069887943,1753
1069887978,1753
"106988801X",1753
1069942502,1753
1069942553,1753
"106994260X",1753
1069942626,1753
1069942642,1753
1069942677,1753
1069942693,1753
1069942901,1753
1069942936,1753
1069951366,1753
1069951382,1753
1069951390,1753
1069951420,1753
1069951439,1753
1069951455,1753
"106995148X",1753
"106995151X",1753
1069951528,1753
1069951749,1753
1069951765,1753
"106995179X",1753
1069951803,1753
1069951811,1753
"106995182X",1753
1069951846,1753
1069951897,1753
1069951900,1753
1069951919,1753
