id;ort;count;location;lat;lon
493;Plön;5;Plön, Schleswig-Holstein, Deutschland;54.24611515;10.413274327272728
494;Swinemünde;5;Świnoujście, województwo zachodniopomorskie, Polska;53.9097477;14.2510703
495;Pleß;5;Pleß, Boos, Landkreis Unterallgäu, Bayern, 87773, Deutschland;48.0944386;10.1527135
496;Bad Urach;5;Bad Urach, Gemeindeverwaltungsverband Bad Urach, Landkreis Reutlingen, Baden-Württemberg, 72574, Deutschland;48.4937953;9.3978845
497;Feuerbach;5;Feuerbach, Stuttgart, Baden-Württemberg, 70469, Deutschland;48.8123052;9.1590308
498;Eutin;5;Eutin, Ostholstein, Schleswig-Holstein, 23701, Deutschland;54.1364642;10.6159077
499;Witten;5;Witten, Ennepe-Ruhr-Kreis, Nordrhein-Westfalen, Deutschland;51.4370171;7.335124
500;Charkow;5;Харків, Хapківськa міська громада, Харківський район, Харківська область, Україна;49.9902794;36.2303893
501;Przemyśl;5;Przemyśl, gmina Przemyśl, powiat przemyski, województwo podkarpackie, Polska;49.78355525;22.78851130307014
502;Vevey;5;Vevey, District de la Riviera-Pays-d’Enhaut, Vaud, 1800, Schweiz/Suisse/Svizzera/Svizra;46.4602978;6.8418655
503;Baden;5;Baden, Vannes, Morbihan, Bretagne, France métropolitaine, 56870, France;47.6199988;-2.9184744
504;Coesfeld;5;Coesfeld, Kreis Coesfeld, Nordrhein-Westfalen, 48653, Deutschland;51.9458943;7.1691108
505;Parchim;5;Parchim, Ludwigslust-Parchim, Mecklenburg-Vorpommern, 19370, Deutschland;53.4258455;11.8475244
506;Sofia;5;Sofia, Province de Mahajanga, Madagasikara;-15.2538402;48.2562163
507;Saalfeld/Saale;5;Saalfeld/Saale, Saalfelder Höhe, Landkreis Saalfeld-Rudolstadt, Thüringen, 07318, Deutschland;50.6481277;11.3616652
508;Kappeln;5;Kappeln, Schleswig-Flensburg, Schleswig-Holstein, 24376, Deutschland;54.6641769;9.9317595
509;Krems an der Donau;5;Gemeinde Krems an der Donau, Krems an der Donau, Bezirk Krems, Niederösterreich, Österreich;48.409809300000006;15.60631866409324
510;Zweibrücken;5;Zweibrücken, Rheinland-Pfalz, 66482, Deutschland;49.248655;7.3641981
511;Herford;5;Herford-Stadt, Herford, Kreis Herford, Nordrhein-Westfalen, Deutschland;52.1152245;8.6711118
512;Osterode am Harz;5;Osterode am Harz, Landkreis Göttingen, Niedersachsen, 37520, Deutschland;51.72784;10.2508204
513;Marienbad;5;Mariánské Lázně, okres Cheb, Karlovarský kraj, Severozápad, Česko;49.9739518;12.703319
514;Prešov;5;Prešov, okres Prešov, Prešovský kraj, Východné Slovensko, Slovensko;48.9975724;21.2401811
515;Seehausen (Altmark);5;Seehausen, Stendal, Sachsen-Anhalt, 39615, Deutschland;52.8888609;11.7519908
516;Cilli;5;Celje, Slovenija;46.2293889;15.2616828
517;Weißensee;5;Weißensee, Pankow, Berlin, Deutschland;52.5546193;13.4630018
518;Hamburg-Eimsbüttel;5;Hamburg-Eimsbüttel, Hamburg, Deutschland;53.606281949999996;9.922981787526826
519;Milwaukee, Wis.;5;Milwaukee, Milwaukee County, Wisconsin, United States;43.0349931;-87.922497
520;Weinheim;4;Weinheim, Rhein-Neckar-Kreis, Baden-Württemberg, 69469, Deutschland;49.5462349;8.6717458
521;Ballenstedt;4;Ballenstedt, Landkreis Harz, Sachsen-Anhalt, 06493, Deutschland;51.722527;11.2290268
522;Baltimore, Md.;4;Baltimore, Maryland, United States;39.2908816;-76.610759
523;Schopfheim;4;Schopfheim, Verwaltungsgemeinschaft Schopfheim, Landkreis Lörrach, Baden-Württemberg, 79650, Deutschland;47.6500525;7.8216997
524;Mährisch-Ostrau;4;Moravská Ostrava, Ostrava, okres Ostrava-město, Moravskoslezský kraj, Moravskoslezsko, Česko;49.8343765;18.2820797
525;Weißenburg i. Bay.;4;Weißenburg i. Bay., Landkreis Weißenburg-Gunzenhausen, Bayern, 91781, Deutschland;49.0305748;10.9718974
526;Burgdorf;4;Burgdorf, Verwaltungskreis Emmental, Verwaltungsregion Emmental-Oberaargau, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra;47.0571316;7.6237466
527;Neumarkt;4;Neumarkt in der Oberpfalz, Landkreis Neumarkt in der Oberpfalz, Bayern, 92318, Deutschland;49.279624;11.4594662
528;Bartenstein;4;Bartoszyce, powiat bartoszycki, województwo warmińsko-mazurskie, 11-200, Polska;54.2523695;20.8143766
529;Bielitz;4;Bělice, Neveklov, okres Benešov, Střední Čechy, 257 44, Česko;49.766195;14.4718011
530;Rottenburg am Neckar;4;Rottenburg am Neckar, Verwaltungsgemeinschaft Rottenburg am Neckar, Landkreis Tübingen, Baden-Württemberg, 72108, Deutschland;48.47696;8.9336788
531;Mindelheim;4;Mindelheim, Landkreis Unterallgäu, Bayern, 87719, Deutschland;48.0464164;10.4882504
532;Ludwigslust;4;Ludwigslust, Ludwigslust-Parchim, Mecklenburg-Vorpommern, 19288, Deutschland;53.3300229;11.4993644
533;Heidenheim an der Brenz;4;Heidenheim an der Brenz, Verwaltungsgemeinschaft Heidenheim an der Brenz, Landkreis Heidenheim, Baden-Württemberg, Deutschland;48.6767637;10.152923
534;Treptow;4;Trzebiatów, gmina Trzebiatów, powiat gryficki, województwo zachodniopomorskie, Polska;54.0627026;15.2657157
535;Mittweida;4;Mittweida, Mittelsachsen, Sachsen, 09648, Deutschland;50.9854597;12.9810458
536;Neuschönefeld;4;Neuschönefeld, Neustadt-Neuschönefeld, Ost, Leipzig, Sachsen, 04315, Deutschland;51.3449161;12.4028181
537;Moers;4;Moers, Kreis Wesel, Nordrhein-Westfalen, Deutschland;51.451283;6.62843
538;Bad Salzungen;4;Bad Salzungen, Wartburgkreis, Thüringen, Deutschland;50.812318;10.2320784
539;Schkeuditz;4;Schkeuditz, Nordsachsen, Sachsen, 04435, Deutschland;51.3963509;12.2216292
540;Großenhain;4;Großenhain, Meißen, Sachsen, 01558, Deutschland;51.2911845;13.5317153
541;Berlin-Steglitz;4;Steglitz, Steglitz-Zehlendorf, Berlin, Deutschland;52.4572569;13.3222865
542;Mexiko;4;México;22.5000485;-100.0000375
543;Gräfenhainichen;4;Gräfenhainichen, Wittenberg, Sachsen-Anhalt, Deutschland;51.7309112;12.4588675
544;Zabrze;4;Zabrze, powiat gliwicki, Górnośląsko-Zagłębiowska Metropolia, województwo śląskie, Polska;50.31428055;18.781576310579183
545;Deggendorf;4;Deggendorf, Landkreis Deggendorf, Bayern, 94469, Deutschland;48.8333535;12.96205
546;Biberach an der Riß;4;Biberach an der Riß, Verwaltungsgemeinschaft Biberach an der Riß, Landkreis Biberach, Baden-Württemberg, 88400, Deutschland;48.0984413;9.7899938
547;Saaz;4;Žatec, okres Louny, Ústecký kraj, Severozápad, 43801, Česko;50.3274423;13.545952
548;Hadamar;4;Hadamar, Landkreis Limburg-Weilburg, Hessen, 65589, Deutschland;50.4494908;8.048833
549;Bad Reichenhall;4;Bad Reichenhall, Landkreis Berchtesgadener Land, Bayern, 83435, Deutschland;47.7222676;12.8760923
550;Liestal;4;Liestal, Bezirk Liestal, Basel-Landschaft, 4410, Schweiz/Suisse/Svizzera/Svizra;47.4839723;7.7347783
551;Görz;4;Gorze, Metz, Moselle, Grand Est, France métropolitaine, 57680, France;49.0516254;5.9988241
552;Bergisch Gladbach;4;Bergisch Gladbach, Rheinisch-Bergischer Kreis, Nordrhein-Westfalen, Deutschland;50.9929303;7.1277379
553;Strzelin;4;Strzelin, gmina Strzelin, powiat strzeliński, województwo dolnośląskie, 57-100, Polska;50.78092;17.0683947
554;Neusalza;4;Neusalza-Spremberg, Görlitz, Sachsen, 02742, Deutschland;51.0386323;14.5219951
555;Wurzen;4;Wurzen, Landkreis Leipzig, Sachsen, Deutschland;51.3709574;12.7410574
556;Arnheim;4;Arnhem, Gelderland, Nederland;51.984257;5.9108573
557;Viersen;4;Viersen, Kreis Viersen, Nordrhein-Westfalen, Deutschland;51.2562118;6.3905476
558;Osterburg (Altmark);4;Osterburg (Altmark), Stendal, Sachsen-Anhalt, 39606, Deutschland;52.7899044;11.7526038
559;Rio de Janeiro;4;Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, Brasil;-22.9110137;-43.2093727
560;Finsterwalde;4;Finsterwalde, Elbe-Elster, Brandenburg, 03238, Deutschland;51.6315282;13.707358
561;Rijeka;4;Grad Rijeka, Primorsko-goranska županija, Hrvatska;45.3271752;14.4412309
562;Dresden-Blasewitz;4;Blasewitz, Dresden, Sachsen, Deutschland;51.0521778;13.7990205
563;Oederan;4;Oederan, Mittelsachsen, Sachsen, 09569, Deutschland;50.8614612;13.1694372
564;Rastatt;4;Rastatt, Vereinbarte Verwaltungsgemeinschaft Rastatt, Landkreis Rastatt, Baden-Württemberg, 76437, Deutschland;48.8574209;8.2088088
565;Friedland;4;Friedland, Mecklenburgische Seenplatte, Mecklenburg-Vorpommern, Deutschland;53.6716022;13.5487647
566;Brody;4;Броди, Бродівська міська рада, Золочівський район, Львівська область, 80600-80603, Україна;50.0833041;25.1437921
567;Ried im Innkreis;4;Ried im Innkreis, Bezirk Ried im Innkreis, Oberösterreich, 4910, Österreich;48.2085868;13.48839
568;Kuressaare;4;Kuressaare linn, Saaremaa vald, Saare maakond, Eesti;58.2527693;22.4849207
569;Sigmaringen;4;Sigmaringen, Gemeindeverwaltungsverband Sigmaringen, Landkreis Sigmaringen, Baden-Württemberg, 72488, Deutschland;48.0855844;9.2178879
570;Ribnitz;4;Rybnice, okres Plzeň-sever, Plzeňský kraj, Jihozápad, Česko;49.9083321;13.3737278
571;Kölleda;4;Kölleda, Landkreis Sömmerda, Thüringen, 99625, Deutschland;51.1880844;11.2443392
572;Perleberg;4;Perleberg, Prignitz, Brandenburg, 19348, Deutschland;53.0762716;11.8627933
573;Drossen;4;Ośno Lubuskie, gmina Ośno Lubuskie, powiat słubicki, województwo lubuskie, 69-220, Polska;52.455132;14.8682003
574;Zschopau;4;Zschopau, Erzgebirgskreis, Sachsen, Deutschland;50.7469606;13.0695613
575;Apolda;4;Apolda, Landkreis Weimarer Land, Thüringen, 99510, Deutschland;51.0227878;11.5129742
576;Freiburg im Üechtland;4;Fribourg - Freiburg, District de la Sarine, Fribourg/Freiburg, Schweiz/Suisse/Svizzera/Svizra;46.8030044;7.1512891
577;Peine;4;Peine, Landkreis Peine, Niedersachsen, Deutschland;52.3217849;10.2349489
578;Wetzlar;4;Wetzlar, Lahn-Dill-Kreis, Hessen, Deutschland;50.5525346;8.5074406
579;Steinamanger;4;Szombathely, Szombathelyi járás, Vas megye, Nyugat-Dunántúl, Dunántúl, Magyarország;47.2291184;16.6187625
580;Nowy Sącz;4;Nowy Sącz, powiat nowosądecki, województwo małopolskie, Polska;49.61030395;20.71595521113809
581;Fürstenwalde/Spree;4;Fürstenwalde/Spree, Oder-Spree, Brandenburg, 15517, Deutschland;52.3580209;14.064985
582;Třeboň;4;Třeboň, okres Jindřichův Hradec, Jihočeský kraj, Jihozápad, 37901, Česko;49.0064356;14.7633295
583;Wilhelmshaven;4;Wilhelmshaven, Niedersachsen, Deutschland;53.5278793;8.106301
584;Elmshorn;4;Elmshorn, Pinneberg, Schleswig-Holstein, Deutschland;53.7532486;9.6524559
585;Bunzlau;4;Bolesławiec, powiat bolesławiecki, województwo dolnośląskie, Polska;51.2630333;15.5651049
586;Steinfurt-Burgsteinfurt;4;Steinfurt-Burgsteinfurt, Nordbahnstraße, Burgsteinfurt, Steinfurt, Kreis Steinfurt, Nordrhein-Westfalen, 48565, Deutschland;52.147275;7.3295686
587;Gent;4;Gent, Oost-Vlaanderen, Vlaanderen, België / Belgique / Belgien;51.0538286;3.7250121
588;Borken (Westf.);4;Borken (Westf), Ladestraße, Foseco - Vesuvius GmbH, Borken, Kreis Borken, Nordrhein-Westfalen, 46325, Deutschland;51.8479254;6.8666835
589;Klatovy;4;Klatovy, okres Klatovy, Plzeňský kraj, Jihozápad, 33901, Česko;49.3951183;13.2935954
590;Uppsala;4;Uppsala, Uppsala kommun, Uppsala län, 753 20, Sverige;59.8586126;17.6387436
591;Öhringen;4;Öhringen, Verwaltungsgemeinschaft Öhringen, Hohenlohekreis, Baden-Württemberg, 74613, Deutschland;49.2005034;9.5024397
592;Neustrelitz;4;Neustrelitz, Mecklenburgische Seenplatte, Mecklenburg-Vorpommern, Deutschland;53.3617163;13.0630004
593;Geestemünde;4;Geestemünde, Stadtbezirk Bremerhaven-Süd, Bremerhaven, Bremen, 27570, Deutschland;53.5334497;8.592065
594;Pola;4;Grad Pula, Istarska županija, Hrvatska;44.8702281;13.8455311
595;Boppard;4;Boppard, Rhein-Hunsrück-Kreis, Rheinland-Pfalz, 56154, Deutschland;50.2312823;7.5885884
596;Kötzschenbroda;4;Kötzschenbroda, Radebeul, Meißen, Sachsen, Deutschland;51.1052596;13.6309107
597;Boston, Mass.;4;Boston, Suffolk County, Massachusetts, United States;42.3602534;-71.0582912
598;Kehl;4;Kehl, Ortenaukreis, Baden-Württemberg, 77694, Deutschland;48.5728929;7.8109768
599;Lauenburg i. Pom.;4;;;
600;Proßnitz;4;Prostějov, okres Prostějov, Olomoucký kraj, Střední Morava, Česko;49.4721467;17.1117979
601;Pittsburgh, Pa.;4;Pittsburgh, Allegheny County, Pennsylvania, United States;40.4416941;-79.9900861
602;Freiburg in Schlesien;4;Świebodzice, powiat świdnicki, województwo dolnośląskie, 58-160, Polska;50.859573;16.3196056
603;Königgrätz;3;Hradec Králové, okres Hradec Králové, Královéhradecký kraj, Severovýchod, Česko;50.2092113;15.8327512
604;Berlin-Friedenau;3;S Friedenau, Baumeisterstraße, Schöneberg, Tempelhof-Schöneberg, Berlin, 12159, Deutschland;52.4707164;13.3415003
605;Schäßburg;3;Sighișoara, Mureș, România;46.2201975;24.7934573
606;Leipzig-Lindenau;3;Leipzig-Lindenau, Dürrenberger Straße, Neulindenau, Altwest, Leipzig, Sachsen, 04177, Deutschland;51.3333676;12.3217349
607;Brake (Unterweser);3;Brake (Unterweser), Palisadenweg, Brake-Nord, Boitwarden, Brake, Landkreis Wesermarsch, Niedersachsen, 26919, Deutschland;53.3286418;8.4811634
608;Bergedorf;3;Bergedorf, Hamburg, 21029, Deutschland;53.483838399999996;10.210046893663424
609;Kożuchów;3;Kożuchów, gmina Kożuchów, powiat nowosolski, województwo lubuskie, 67-120, Polska;51.7454592;15.5944597
610;Südheide-Hermannsburg;3;Hermannsburg, Südheide, Landkreis Celle, Niedersachsen, 29320, Deutschland;52.831696;10.086811
611;Sommerfeld;3;Lubsko, gmina Lubsko, powiat żarski, województwo lubuskie, 68-300, Polska;51.7881902;14.9721266
612;Heide;3;Heide, Dithmarschen, Schleswig-Holstein, 25746, Deutschland;54.1948456;9.0929015
613;Braunau am Inn;3;Braunau am Inn, Bezirk Braunau am Inn, Oberösterreich, 5280, Österreich;48.253136;13.039506
614;Haßfurt;3;Haßfurt, Landkreis Haßberge, Bayern, 97437, Deutschland;50.0318698;10.5065562
615;Brilon;3;Brilon, Hochsauerlandkreis, Nordrhein-Westfalen, 59929, Deutschland;51.3955721;8.5677743
616;Hattingen;3;Hattingen, Ennepe-Ruhr-Kreis, Nordrhein-Westfalen, Deutschland;51.4007175;7.1862486
617;Belgrad;3;Београд, Град Београд, Централна Србија, 11000, Србија;44.8178131;20.4568974
618;Wilna;3;Vilnius, Vilniaus miesto savivaldybė, Vilniaus apskritis, Lietuva;54.6870458;25.2829111
619;Wiesensteig;3;Wiesensteig, Gemeindeverwaltungsverband Oberes Filstal, Landkreis Göppingen, Baden-Württemberg, 73349, Deutschland;48.5622723;9.6271372
620;Spremberg;3;Spremberg, Spree-Neiße, Brandenburg, 03130, Deutschland;51.5714513;14.3804302
621;Hannover-Linden;3;Hannover Linden, Fischerhof, Linden-Süd, Linden-Limmer, Hannover, Region Hannover, Niedersachsen, 30449, Deutschland;52.3533451;9.7173774
622;Lubomierz;3;Lubomierz, gmina Lubomierz, powiat lwówecki, województwo dolnośląskie, Polska;51.0124569;15.51022
623;Herne;3;Herne, Nordrhein-Westfalen, Deutschland;51.5380394;7.219985
624;Löwenberg;3;Löwenberg, Braunsbach, Verwaltungsverband Braunsbach-Untermünkheim, Landkreis Schwäbisch Hall, Baden-Württemberg, 74542, Deutschland;49.1636243;9.79025
625;Biebrich;3;Biebrich, Aar-Einrich, Rhein-Lahn-Kreis, Rheinland-Pfalz, Deutschland;50.3030289;7.9544958
626;Blasewitz;3;Blasewitz, Dresden, Sachsen, Deutschland;51.0521778;13.7990205
627;Blankenburg (Harz);3;Blankenburg (Harz), Bahnhofstraße, Blankenburg, Landkreis Harz, Sachsen-Anhalt, 38889, Deutschland;51.7959504;10.9612272
628;Husum;3;Husum, Nordfriesland, Schleswig-Holstein, 25813, Deutschland;54.4853638;9.0538156
629;Laupheim;3;Laupheim, Gemeindeverwaltungsverband Laupheim, Landkreis Biberach, Baden-Württemberg, Deutschland;48.2305342;9.8771587
630;Leutkirch im Allgäu;3;Leutkirch im Allgäu, Verwaltungsgemeinschaft Leutkirch im Allgäu, Landkreis Ravensburg, Baden-Württemberg, 88299, Deutschland;47.8266137;10.0228027
631;Idar-Oberstein;3;Idar-Oberstein, Landkreis Birkenfeld, Rheinland-Pfalz, 55743, Deutschland;49.7107134;7.3136563
632;Bistritz;3;Bistrița, Bistrița-Năsăud, România;47.1327012;24.4963949
633;Bischofswerda;3;Bischofswerda, Bautzen, Sachsen, 01877, Deutschland;51.1277815;14.1795516
634;Tabor;3;Tábor, okres Tábor, Jihočeský kraj, Jihozápad, Česko;49.4116462;14.671067073598662
635;Leeuwarden;3;Leeuwarden, Fryslân, Nederland;53.2005936;5.7918548
636;Jeseník;3;Jeseník, okres Jeseník, Olomoucký kraj, Střední Morava, Česko;50.2296385;17.2046012
637;Buer;3;Bours, Tarbes, Hautes-Pyrénées, Occitanie, France métropolitaine, 65460, France;43.2768745;0.092596
638;Strasburg;3;Strasbourg, Bas-Rhin, Grand Est, France métropolitaine, France;48.584614;7.7507127
639;Leipzig-Plagwitz;3;Leipzig-Plagwitz, Karl-Heine-Straße, Neulindenau, Südwest, Leipzig, Sachsen, 04229, Deutschland;51.3280545;12.3220542
640;Stolpen;3;Stolpen, Sächsische Schweiz-Osterzgebirge, Sachsen, 01833, Deutschland;51.0492329;14.0830003
641;Hoyerswerda;3;Hoyerswerda - Wojerecy, Bautzen, Sachsen, 02977, Deutschland;51.4333103;14.250083
642;Jülich;3;Jülich, Kreis Düren, Nordrhein-Westfalen, 52428, Deutschland;50.9220931;6.3611015
643;Köpenick;3;Köpenick, Treptow-Köpenick, Berlin, Deutschland;52.4539099;13.5764126
644;Küstrin;3;Kostrzyn nad Odrą, powiat gorzowski, województwo lubuskie, 66-470, Polska;52.61626975;14.627947699728011
645;Hemer;3;Hemer, Märkischer Kreis, Nordrhein-Westfalen, 58675, Deutschland;51.3854116;7.7661798
646;Sebnitz;3;Sebnitz, Sächsische Schweiz-Osterzgebirge, Sachsen, 01855, Deutschland;50.97098;14.2727203
647;Krásná Lípa;3;Krásná Lípa, okres Děčín, Ústecký kraj, Severozápad, Česko;50.9145647;14.5062621
648;Bruchsal;3;Bruchsal, Verwaltungsgemeinschaft Bruchsal, Landkreis Karlsruhe, Baden-Württemberg, 76646, Deutschland;49.124118;8.5980244
649;Lohr a. Main;3;Lohr am Main, Landkreis Main-Spessart, Bayern, 97816, Deutschland;49.9954978;9.5733619
650;Bologna;3;Bologna, Emilia-Romagna, Italia;44.4937577;11.3430308
651;Leipzig-Gohlis;3;Leipzig-Gohlis, Blochmannstraße, Gohlis-Süd, Nord, Leipzig, Sachsen, 04155, Deutschland;51.363047;12.3741934
652;Kamień Pomorski;3;Kamień Pomorski, gmina Kamień Pomorski, powiat kamieński, województwo zachodniopomorskie, Polska;53.9648364;14.7734718
653;Wertheim;3;Wertheim, Main-Tauber-Kreis, Baden-Württemberg, 97877, Deutschland;49.7614982;9.5155411
654;Schleusingen;3;Schleusingen, Landkreis Hildburghausen, Thüringen, 98553, Deutschland;50.5416758;10.7669624
655;Camburg;3;Camburg, Dornburg-Camburg, Saale-Holzland-Kreis, Thüringen, 07774, Deutschland;51.053862;11.7105213
656;Kairo;3;القاهرة, محافظة القاهرة, مصر;30.0443879;31.2357257
657;Lindau (Bodensee);3;Lindau (Bodensee), Landkreis Lindau, Bayern, 88131, Deutschland;47.550753;9.6926624
658;Calw;3;Calw, Verwaltungsgemeinschaft Calw, Landkreis Calw, Baden-Württemberg, 75365, Deutschland;48.7112108;8.7452043
659;Kutná Hora;3;Kutná Hora, okres Kutná Hora, Střední Čechy, Česko;49.9486561;15.2681123
660;Jever;3;Jever, Landkreis Friesland, Niedersachsen, 26441, Deutschland;53.5736426;7.9020696
661;Kirchheimbolanden;3;Kirchheimbolanden, Donnersbergkreis, Rheinland-Pfalz, 67292, Deutschland;49.6644306;8.0107385
662;Zell-Oberzell;3;Kloster Oberzell, Mainleitenstraße, Zell am Main, Landkreis Würzburg, Bayern, 97299, Deutschland;49.7996031;9.8794395
663;Papenburg;3;Papenburg, Bahnhofstraße, Papenburg, Landkreis Emsland, Niedersachsen, 26871, Deutschland;53.0898943;7.3869777
664;Glückstadt;3;Glückstadt, Steinburg, Schleswig-Holstein, 25348, Deutschland;53.7913149;9.4267978
665;Osterode;3;Ostróda, powiat ostródzki, województwo warmińsko-mazurskie, Polska;53.7028533;19.9623028
666;Waren (Müritz);3;Waren (Müritz), Lloydstraße, Werdersiedlung, Waren (Müritz), Mecklenburgische Seenplatte, Mecklenburg-Vorpommern, 17192, Deutschland;53.5217959;12.6805557
667;Neudamm;3;Dębno, gmina Dębno, powiat myśliborski, województwo zachodniopomorskie, 74-400, Polska;52.7396681;14.7014522
668;Warendorf;3;Warendorf, Kreis Warendorf, Nordrhein-Westfalen, 48231, Deutschland;51.9532449;7.9912335
669;Ostrava;3;Ostrava, okres Ostrava-město, Moravskoslezský kraj, Moravskoslezsko, Česko;49.8349139;18.2820084
670;Frankenstein in Schlesien;3;;;
671;Radeberg;3;Radeberg, Bautzen, Sachsen, 01454, Deutschland;51.1151413;13.9175257
672;Nagykanizsa;3;Nagykanizsa, Nagykanizsai járás, Zala megye, Nyugat-Dunántúl, Dunántúl, Magyarország;46.4548261;16.9923923
673;Cuxhaven;3;Cuxhaven, Landkreis Cuxhaven, Niedersachsen, Deutschland;53.86878;8.698286
674;Münsterberg;3;Ziębice, gmina Ziębice, powiat ząbkowicki, województwo dolnośląskie, 57-220, Polska;50.6007752;17.0405633
675;Greifenberg;3;Greifenberg, Schondorf a.Ammersee (VGem), Landkreis Landsberg am Lech, Bayern, 86926, Deutschland;48.0707446;11.0835556
676;Mülheim;3;Mülheim an der Ruhr, Nordrhein-Westfalen, Deutschland;51.4272925;6.8829192
677;Mühlberg/Elbe;3;Mühlberg/Elbe, Liebenwerda, Elbe-Elster, Brandenburg, 04931, Deutschland;51.4344274;13.2172472
678;Pyritz;3;Pyrzyce, gmina Pyrzyce, powiat pyrzycki, województwo zachodniopomorskie, 74-200, Polska;53.1457;14.89267
679;Patschkau;3;Paczków, gmina Paczków, powiat nyski, województwo opolskie, Polska;50.4636773;17.0057683
680;Česká Kamenice;3;Česká Kamenice, okres Děčín, Ústecký kraj, Severozápad, 40721, Česko;50.7994117;14.4165592
681;Mosbach;3;Mosbach, Verwaltungsgemeinschaft Mosbach, Neckar-Odenwald-Kreis, Baden-Württemberg, 74821, Deutschland;49.3527796;9.1455235
682;Deutsch-Brod;3;Dolní Jílovice, Vyšší Brod, okres Český Krumlov, Jihočeský kraj, Jihozápad, 38273, Česko;48.6492127;14.2736423
683;Gifhorn;3;Gifhorn, Niedersachsen, Deutschland;52.57806125;10.661344801415442
684;Zülpich;3;Zülpich, Kreis Euskirchen, Nordrhein-Westfalen, 53909, Deutschland;50.6922278;6.6472694
685;Neurode;3;Nová Pláň, okres Bruntál, Moravskoslezský kraj, Moravskoslezsko, Česko;49.9219107;17.4750953
686;Nossen;3;Nossen, Meißen, Sachsen, 01683, Deutschland;51.0565934;13.2980726
687;Dramburg;3;Drawsko Pomorskie, gmina Drawsko Pomorskie, powiat drawski, województwo zachodniopomorskie, 78-500, Polska;53.5310786;15.8134179
688;Rixdorf;3;Rixdorf, Lebrade, Großer Plöner See, Plön, Schleswig-Holstein, 24306, Deutschland;54.2077602;10.4244773
689;Friedenau;3;Friedenau, Tempelhof-Schöneberg, Berlin, Deutschland;52.472075;13.3296424
690;Nimwegen;3;Nijmegen, Gelderland, Nederland;51.842574850000005;5.838960628748229
691;Ohlau;3;Oława, powiat oławski, województwo dolnośląskie, 55-200, Polska;50.9431901;17.2957066
692;Gablonz an der Neiße;3;Jablonec nad Nisou, okres Jablonec nad Nisou, Liberecký kraj, Severovýchod, Česko;50.7240899;15.1710958
693;Niedersedlitz;3;Niedersedlitz, Prohlis, Dresden, Sachsen, 01257, Deutschland;50.9989308;13.814592593226756
694;Rheine;3;Rheine, Kreis Steinfurt, Nordrhein-Westfalen, Deutschland;52.2797707;7.4373615
695;Freyburg (Unstrut);3;Freyburg (Unstrut), Unstruttal, Burgenlandkreis, Sachsen-Anhalt, 06632, Deutschland;51.2126192;11.7696956
696;Neustadt-Eberswalde;3;;;
697;Rogasen;3;Rogoźno, gmina Rogoźno, powiat obornicki, województwo wielkopolskie, Polska;52.7523023;16.9936288
698;Dornach;3;Dornach, Bezirk Dorneck, Amtei Dorneck-Thierstein, Solothurn, 4143, Schweiz/Suisse/Svizzera/Svizra;47.4806097;7.6176609
699;Zemun;3;Београд (Земун), Београд, Град Београд, Централна Србија, 11000, Србија;44.8444;20.4123996
700;Olten;3;Olten, Bezirk Olten, Amtei Olten-Gösgen, Solothurn, Schweiz/Suisse/Svizzera/Svizra;47.3496571;7.903787
701;Ratzeburg;3;Ratzeburg, Herzogtum Lauenburg, Schleswig-Holstein, Deutschland;53.7011061;10.774288
702;Backnang;3;Backnang, Vereinbarte Verwaltungsgemeinschaft der Stadt Backnang, Rems-Murr-Kreis, Baden-Württemberg, 71522, Deutschland;48.9466799;9.4311225
703;Eschwege;3;Eschwege, Werra-Meißner-Kreis, Hessen, 37269, Deutschland;51.186867;10.0575056
704;Asch;3;Aš, okres Cheb, Karlovarský kraj, Severozápad, Česko;50.22359205;12.185766532475133
705;Bad Pyrmont;3;Bad Pyrmont, Landkreis Hameln-Pyrmont, Niedersachsen, 31812, Deutschland;51.9850503;9.2434635
706;Tetschen;3;Děčín, okres Děčín, Ústecký kraj, Severozápad, Česko;50.7824196;14.2147221
707;Meisenheim;3;Meisenheim, Nahe-Glan, Landkreis Bad Kreuznach, Rheinland-Pfalz, 55590, Deutschland;49.706647;7.6700779
708;Yokohama;3;横浜市, 神奈川県, 231-0017, 日本;35.444991;139.636768
709;Pleschen;3;Pleszew, gmina Pleszew, powiat pleszewski, województwo wielkopolskie, 63-300, Polska;51.8960985;17.7865673
710;Vejprty;3;Vejprty, okres Chomutov, Ústecký kraj, Severozápad, 43191, Česko;50.4923155;13.0321201
711;Tauberbischofsheim;3;Tauberbischofsheim, Verwaltungsgemeinschaft Tauberbischofsheim, Main-Tauber-Kreis, Baden-Württemberg, 97941, Deutschland;49.6229682;9.6627138
712;Meldorf;3;Meldorf, Mitteldithmarschen, Dithmarschen, Schleswig-Holstein, 25704, Deutschland;54.08988;9.070633
713;Taucha;3;Taucha, Nordsachsen, Sachsen, 04425, Deutschland;51.3799905;12.4936336
714;Barby;3;Barby, Rethel, Ardennes, Grand Est, France métropolitaine, 08300, France;49.5217295;4.3129272
