id;ort;count;location;lat;lon
263;Harburg, Elbe;11;Elbe-Obst Neuenfelde, Neuenfelde, Harburg, Hamburg, 21129, Deutschland;53.51174965;9.81551137339704
264;Sopron;11;Sopron, Soproni járás, Győr-Moson-Sopron megye, Nyugat-Dunántúl, Dunántúl, Magyarország;47.6803063;16.5983457
265;Cannstatt;11;Bad Cannstatt, Stuttgart, Baden-Württemberg, Deutschland;48.8048828;9.2146797
266;Stendal;11;Stendal, Sachsen-Anhalt, 39576, Deutschland;52.6050782;11.8594279
267;Amberg;11;Amberg, Bayern, 92224, Deutschland;49.4454211;11.858728
268;Davos;11;Davos, Prättigau/Davos, Graubünden/Grischun/Grigioni, Schweiz/Suisse/Svizzera/Svizra;46.7961744;9.8237266
269;Zeitz;11;Zeitz, Burgenlandkreis, Sachsen-Anhalt, Deutschland;51.0491637;12.1349991
270;Offenburg;11;Offenburg, Verwaltungsgemeinschaft Offenburg, Ortenaukreis, Baden-Württemberg, Deutschland;48.4716556;7.944378
271;Neuss;11;Neuss, Rhein-Kreis Neuss, Nordrhein-Westfalen, Deutschland;51.1981778;6.6916476
272;Neuenburg;10;Neuchâtel, Schweiz/Suisse/Svizzera/Svizra;46.9895828;6.9292641
273;Leer (Ostfriesland);10;Leer (Ostfriesland), Niedersachsen, 26789, Deutschland;53.2502087;7.4563035
274;Kreuzburg;10;Kreuzberg, Friedrichshain-Kreuzberg, Berlin, Deutschland;52.4976443;13.411914
275;Neuhaldensleben;10;ehem. Gardelegen-Neuhaldensleben-Weferlinger Eisenbahn / Anschl. Steinwerk Kuckucksberg, Mist-/Bierweg, Bebertal, Hohe Börde, Börde, Sachsen-Anhalt, 39343, Deutschland;52.2555282;11.3437339
276;Schneeberg;10;Schneeberg, Erzgebirgskreis, Sachsen, 08289, Deutschland;50.5950694;12.6417008
277;Helsinki;10;Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, Suomi / Finland;60.1674881;24.9427473
278;Zerbst/Anhalt;10;Zerbst/Anhalt, Anhalt-Bitterfeld, Sachsen-Anhalt, Deutschland;51.9640308;12.0857291
279;Pirna;10;Pirna, Sächsische Schweiz-Osterzgebirge, Sachsen, 01796, Deutschland;50.9616923;13.9386643
280;Wolfenbüttel;10;Wolfenbüttel, Landkreis Wolfenbüttel, Niedersachsen, Deutschland;52.1625283;10.5348215
281;Meran;10;Meran - Merano, Burggrafenamt - Burgraviato, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39012, Italia;46.6695547;11.1594185
282;Merseburg;10;Merseburg, Saalekreis, Sachsen-Anhalt, 06217, Deutschland;51.3564413;11.996148
283;Eichstätt;10;Eichstätt, Landkreis Eichstätt, Bayern, 85072, Deutschland;48.8933417;11.1838965
284;Eilenburg;10;Eilenburg, Nordsachsen, Sachsen, 04838, Deutschland;51.4586736;12.6344389
285;Insterburg;10;Черняховск, Черняховский городской округ, Калининградская область, Северо-Западный федеральный округ, Россия;54.635533;21.8099822
286;Ratibor;10;Racibórz, powiat raciborski, województwo śląskie, 47-400, Polska;50.0904247;18.215141180318078
287;Neapel;10;Napoli, Campania, Italia;40.8359336;14.2487826
288;Lund;10;Lund, Lunds kommun, Skåne län, Sverige;55.7029296;13.1929449
289;Leobschütz;10;Głubczyce, gmina Głubczyce, powiat głubczycki, województwo opolskie, 48-100, Polska;50.2000941;17.8293199
290;Weißenfels;10;Weißenfels, Burgenlandkreis, Sachsen-Anhalt, Deutschland;51.1999793;11.9667857
291;Arad;10;Arad, România;46.1753793;21.3196342
292;Oberhausen (Rheinland);10;Oberhausen, Bad Bergzabern, Landkreis Südliche Weinstraße, Rheinland-Pfalz, Deutschland;49.0982792;8.0567911
293;Solingen;10;Solingen, Nordrhein-Westfalen, Deutschland;51.1712468;7.0838996
294;Norden;10;Norden, Landkreis Aurich, Niedersachsen, 26506, Deutschland;53.5942039;7.2067435
295;Wunsiedel;9;Wunsiedel, Landkreis Wunsiedel im Fichtelgebirge, Bayern, 95632, Deutschland;50.0373241;12.0027278
296;Sankt Pölten;9;Bezirk St. Pölten, Niederösterreich, Österreich;48.138601449999996;15.817633511871579
297;Mülhausen;9;Mulhausen, Saverne, Bas-Rhin, Grand Est, France métropolitaine, 67350, France;48.8823608;7.5527146
298;Litoměřice;9;Litoměřice, okres Litoměřice, Ústecký kraj, Severozápad, 41201, Česko;50.5340795;14.1317985
299;Iserlohn;9;Iserlohn, Märkischer Kreis, Nordrhein-Westfalen, Deutschland;51.3746778;7.6999713
300;Kattowitz;9;Katowice, Górnośląsko-Zagłębiowska Metropolia, województwo śląskie, Polska;50.2598987;19.0215852
301;Buenos Aires;9;Buenos Aires, Comuna 6, C1405DCD, Argentina;-34.6075682;-58.4370894
302;Höxter;9;Höxter, Kreis Höxter, Nordrhein-Westfalen, 37671, Deutschland;51.7747369;9.3816877
303;Iglau;9;Jihlava, okres Jihlava, Kraj Vysočina, Jihovýchod, Česko;49.396064;15.5903065
304;Ingolstadt;9;Ingolstadt, Bayern, Deutschland;48.7630165;11.4250395
305;Calbe (Saale);9;Calbe (Saale), Salzlandkreis, Sachsen-Anhalt, 39240, Deutschland;51.903946899999994;11.791927872789937
306;Pilsen;9;Plzeň, okres Plzeň-město, Plzeňský kraj, Jihozápad, Česko;49.7477415;13.3775249
307;Rathenow;9;Rathenow, Havelland, Brandenburg, Deutschland;52.6063876;12.3382608
308;Debrecen;9;Debrecen, Debreceni járás, Hajdú-Bihar megye, Észak-Alföld, Alföld és Észak, Magyarország;47.531399;21.6259782
309;Itzehoe;9;Itzehoe, Steinburg, Schleswig-Holstein, 25524, Deutschland;53.9250316;9.5155854
310;Reichenbach im Vogtland;9;Reichenbach im Vogtland, Vogtlandkreis, Sachsen, Deutschland;50.6219239;12.332118300271976
311;Prenzlau;9;Prenzlau, Uckermark, Brandenburg, Deutschland;53.3167;13.866575
312;Znojmo;9;Znojmo, okres Znojmo, Jihomoravský kraj, Jihovýchod, Česko;48.8554341;16.0489457
313;Chicago, Ill.;9;;;
314;Kitzingen;9;Kitzingen, Landkreis Kitzingen, Bayern, Deutschland;49.7339751;10.161216
315;Groningen;9;Groningen, Nederland;53.2190652;6.5680077
316;Konstantinopel;9;İstanbul, Fatih, İstanbul, Marmara Bölgesi, 34126, Türkiye;41.0096334;28.9651646
317;Košice;9;Košice, Košický kraj, Východné Slovensko, Slovensko;48.7172272;21.2496774
318;Crossen (Oder);9;Krosno Odrzańskie, gmina Krosno Odrzańskie, powiat krośnieński, województwo lubuskie, Polska;52.0536361;15.0980258
319;Köslin;9;Koszalin, powiat koszaliński, województwo zachodniopomorskie, Polska;54.20727105;16.217530768271565
320;Neusalz, Oder;9;Nowa Sól, powiat nowosolski, województwo lubuskie, Polska;51.8033431;15.706238052443426
321;Wriezen;9;Wriezen, Märkisch-Oderland, Brandenburg, 16269, Deutschland;52.7167845;14.1365723
322;Landsberg (Warthe);9;Warta, Stare Polichno, gmina Skwierzyna, powiat międzyrzecki, województwo lubuskie, Polska;52.7015789;15.396330559130806
323;Aussig;9;Ústí nad Labem, okres Ústí nad Labem, Ústecký kraj, Severozápad, Česko;50.6603327;14.0381357
324;Melle;8;Melle, Cuneo, Piemonte, Italia;44.5620476;7.32049
325;Borna;8;Borna, Landkreis Leipzig, Sachsen, 04552, Deutschland;51.1241649;12.4999055
326;Pößneck;8;Pößneck, Saale-Orla-Kreis, Thüringen, 07381, Deutschland;50.694735;11.5953247
327;Philadelphia, Pa.;8;Philadelphia, Philadelphia County, Pennsylvania, United States;39.9527237;-75.1635262
328;Brzeg;8;Brzeg, gmina Skarbimierz, powiat brzeski, województwo opolskie, Polska;50.8588648;17.464124493778538
329;Rottweil;8;Rottweil, Verwaltungsgemeinschaft Rottweil, Landkreis Rottweil, Baden-Württemberg, 78628, Deutschland;48.165531;8.6251283
330;Memel;8;Klaipėda, Klaipėdos miesto savivaldybė, Klaipėdos apskritis, Lietuva;55.7127529;21.1350469
331;Memmingen;8;Memmingen, Bayern, 87700, Deutschland;47.9867696;10.181319
332;Oschatz;8;Oschatz, Nordsachsen, Sachsen, 04758, Deutschland;51.297984;13.1082637
333;Dillingen a.d. Donau;8;Dillingen a.d.Donau, Landkreis Dillingen an der Donau, Bayern, 89407, Deutschland;48.5812458;10.4952243
334;Oleśnica;8;Oleśnica, gmina Olesno, powiat dąbrowski, województwo małopolskie, Polska;50.1691988;20.9359487
335;Clausthal;8;Clausthal, Clausthal-Zellerfeld, Landkreis Goslar, Niedersachsen, 38678, Deutschland;51.8043301;10.3338277
336;České Budějovice;8;České Budějovice, okres České Budějovice, Jihočeský kraj, Jihozápad, Česko;48.9747357;14.474285
337;Nördlingen;8;Nördlingen, Landkreis Donau-Ries, Bayern, Deutschland;48.8516578;10.4885873
338;Kaufbeuren;8;Kaufbeuren, Bayern, 87600, Deutschland;47.8803788;10.622246
339;Spandau;8;Spandau, Berlin, Deutschland;52.535788;13.1977924
340;Frankenberg/Sa.;8;Frankenberg/Sachsen, Mittelsachsen, Sachsen, 09669, Deutschland;50.9110365;13.0331023
341;Stade;8;Stade, Niedersachsen, Deutschland;53.599794;9.475438
342;Schweinfurt;8;Schweinfurt, Bayern, Deutschland;50.0499945;10.233302
343;Holzminden;8;Holzminden, Landkreis Holzminden, Niedersachsen, 37603, Deutschland;51.828835;9.4466591
344;Verden (Aller);8;Verden (Aller), Landkreis Verden, Niedersachsen, 27283, Deutschland;52.94106755;9.235471627440539
345;Forst (Lausitz);8;Forst (Lausitz) - Baršć, Spree-Neiße, Brandenburg, 03149, Deutschland;51.7438586;14.6455395
346;Lörrach;8;Lörrach, Verwaltungsgemeinschaft Lörrach, Landkreis Lörrach, Baden-Württemberg, Deutschland;47.6120896;7.6607218
347;Ludwigsburg;8;Ludwigsburg, Landkreis Ludwigsburg, Baden-Württemberg, Deutschland;48.8953937;9.1895147
348;Glarus;8;Glarus, Schweiz/Suisse/Svizzera/Svizra;46.9796562;9.108812
349;Freising;8;Freising, Landkreis Freising, Bayern, Deutschland;48.4008273;11.7439565
350;Torgau;8;Torgau, Nordsachsen, Sachsen, Deutschland;51.5581272;13.0046538
351;Hameln;8;Hameln, Landkreis Hameln-Pyrmont, Niedersachsen, Deutschland;52.1039941;9.3561569
352;Bad Hersfeld;8;Bad Hersfeld, Landkreis Hersfeld-Rotenburg, Hessen, 36251, Deutschland;50.8681341;9.7068481
353;Grodzisk Wielkopolski;8;Grodzisk Wielkopolski, gmina Grodzisk Wielkopolski, powiat grodziski, województwo wielkopolskie, 62-065, Polska;52.2263198;16.3628106
354;Teplitz;8;Teplice, okres Teplice, Ústecký kraj, Severozápad, Česko;50.6406644;13.8244461
355;Gumbinnen;8;Гусев, Гусевский городской округ, Калининградская область, Северо-Западный федеральный округ, Россия;54.592144;22.2015209
356;Züllichau;8;Sulechów, gmina Sulechów, powiat zielonogórski, województwo lubuskie, 66-100, Polska;52.0854782;15.6259091
357;Kiew;8;Київ, Київська міська громада, Україна;50.4500336;30.5241361
358;Cincinnati, Ohio;7;Cincinnati, Hamilton County, Ohio, United States;39.1014537;-84.5124602
359;Berlin-Charlottenburg;7;Berlin-Charlottenburg, Gervinusstraße, Charlottenburg, Charlottenburg-Wilmersdorf, Berlin, 10629, Deutschland;52.5043157;13.3026447
360;Salzwedel;7;Salzwedel, Altmarkkreis Salzwedel, Sachsen-Anhalt, 29410, Deutschland;52.8528456;11.1539699
361;Rheydt;7;Rheydt, Mönchengladbach, Nordrhein-Westfalen, 41236, Deutschland;51.1667824;6.4440575
362;Böhmisch-Leipa;7;Česká Lípa, okres Česká Lípa, Liberecký kraj, Severovýchod, Česko;50.6865452;14.5372974
363;Düren;7;Düren, Kreis Düren, Nordrhein-Westfalen, Deutschland;50.8031684;6.4820806
364;Kempen;7;Kempen, Kreis Viersen, Nordrhein-Westfalen, 47906, Deutschland;51.3642126;6.4195011
365;Stolberg/Harz;7;Stolberg (Harz), Südharz, Mansfeld-Südharz, Sachsen-Anhalt, Deutschland;51.5741058;10.9552383
366;Bad Mergentheim;7;Bad Mergentheim, Verwaltungsgemeinschaft Bad Mergentheim, Main-Tauber-Kreis, Baden-Württemberg, 97980, Deutschland;49.490532;9.7730692
367;Reichenbach;7;Reichenbach, Reichenbach im Vogtland, Vogtlandkreis, Sachsen, 08468, Deutschland;50.6219793;12.305088373514671
368;Athen;7;Αθήνα, Δήμος Αθηναίων, Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών, Περιφέρεια Αττικής, Αποκεντρωμένη Διοίκηση Αττικής, 10667, Ελλάς;37.9839412;23.7283052
369;Sternberg;7;Sternberg, Rückersbach, Johannesberg, Landkreis Aschaffenburg, Bayern, 63867, Deutschland;50.0340456;9.1103584
370;Crimmitschau;7;Crimmitschau, Crimmitschau-Dennheritz, Zwickau, Sachsen, 08451, Deutschland;50.8162378;12.3867217
371;Goldberg;7;Goldberg, Goldberg-Mildenitz, Ludwigslust-Parchim, Mecklenburg-Vorpommern, 19399, Deutschland;53.5902655;12.0883101
372;Ostrowo;7;Ostrów Wielkopolski, gmina Przygodzice, powiat ostrowski, województwo wielkopolskie, 63-400, Polska;51.6471864;17.80376070395092
373;Palermo;7;Palermo, Sicilia, Italia;38.1112268;13.3524434
374;Göteborg;7;Göteborg, Göteborgs Stad, Västra Götalands län, 41106, Sverige;57.7072326;11.9670171
375;Querfurt;7;Querfurt, Saalekreis, Sachsen-Anhalt, Deutschland;51.3785275;11.5974443
376;Helmstedt;7;Helmstedt, Landkreis Helmstedt, Niedersachsen, 38350, Deutschland;52.2277037;11.0104702
377;Brüx;7;Brux, Montmorillon, Vienne, Nouvelle-Aquitaine, France métropolitaine, 86510, France;46.2358418;0.1930383
378;Komotau;7;Chomutov, okres Chomutov, Ústecký kraj, Severozápad, Česko;50.4606456;13.4178324
379;Sonneberg;7;Sonneberg, Landkreis Sonneberg, Thüringen, 96515, Deutschland;50.3575412;11.1691714
380;Eisenberg;7;Eisenberg, Saale-Holzland-Kreis, Thüringen, 07607, Deutschland;50.9691346;11.8961116
381;Rothenburg ob der Tauber;7;Rothenburg ob der Tauber, Landkreis Ansbach, Bayern, 91541, Deutschland;49.3771899;10.1788809
382;Grünberg i. Schlesien;7;Zielona Góra, województwo lubuskie, 65-001, Polska;51.9383777;15.5050408
383;Detmold;7;Detmold, Kreis Lippe, Nordrhein-Westfalen, Deutschland;51.936284;8.8791526
384;Ludwigshafen am Rhein;7;Ludwigshafen am Rhein, Rheinland-Pfalz, Deutschland;49.4704113;8.4381568
385;Aschaffenburg;7;Aschaffenburg, Bayern, Deutschland;49.9740542;9.1493636
386;Lichtenfels;7;Lichtenfels, Landkreis Lichtenfels, Bayern, 96215, Deutschland;50.14568;11.06382
387;Lüttich;7;Liège, Wallonie, 4000, België / Belgique / Belgien;50.6451381;5.5734203
388;Lyon;7;Lyon, Métropole de Lyon, Circonscription départementale du Rhône, Auvergne-Rhône-Alpes, France métropolitaine, France;45.7578137;4.8320114
389;Delitzsch;7;Delitzsch, Nordsachsen, Sachsen, 04509, Deutschland;51.5255661;12.342857
390;Schönebeck (Elbe);7;Schönebeck (Elbe), Salzlandkreis, Sachsen-Anhalt, Deutschland;52.02417035;11.770594646724
391;Antwerpen;7;Antwerpen, Vlaanderen, België / Belgique / Belgien;51.2211097;4.3997081
392;Dillenburg;7;Dillenburg, Lahn-Dill-Kreis, Hessen, Deutschland;50.7404535;8.2874957
393;Liepaja;7;Liepāja, Kurzeme, Latvija;56.5048435;21.0070903
394;Neuburg a.d. Donau;7;Neuburg an der Donau, Landkreis Neuburg-Schrobenhausen, Bayern, 86633, Deutschland;48.7371951;11.1795268
395;Saarlouis;7;Saarlouis, Landkreis Saarlouis, Saarland, 66740, Deutschland;49.3164661;6.749846
396;Saint Louis, Mo.;7;St. Louis, City of Saint Louis, Madison County, Illinois, United States;38.6529545;-90.24111656024635
397;Eberswalde;7;Eberswalde, Barnim, Brandenburg, Deutschland;52.8351496;13.7997011
398;Ellwangen (Jagst);7;Ellwangen (Jagst), Verwaltungsgemeinschaft Ellwangen (Jagst), Ostalbkreis, Baden-Württemberg, 73479, Deutschland;48.9615975;10.131975
399;Ronneburg;7;Ronneburg, Greiz, Thüringen, Deutschland;50.8630523;12.1809073
400;Emmerich am Rhein;7;Emmerich am Rhein, Kreis Kleve, Nordrhein-Westfalen, 46446, Deutschland;51.8322137;6.2428283
401;Landau in der Pfalz;7;Landau in der Pfalz, Rheinland-Pfalz, Deutschland;49.1982825;8.1123441
402;Písek;6;Písek, okres Písek, Jihočeský kraj, Jihozápad, Česko;49.3089887;14.147769
403;Bad Dürkheim;6;Bad Dürkheim, Landkreis Bad Dürkheim, Rheinland-Pfalz, 67098, Deutschland;49.4632944;8.1705063
404;Pasewalk;6;Pasewalk, Vorpommern-Greifswald, Mecklenburg-Vorpommern, 17309, Deutschland;53.5053677;13.9889049
405;Lüdenscheid;6;Lüdenscheid, Märkischer Kreis, Nordrhein-Westfalen, Deutschland;51.218116;7.6395513
406;Grimmen;6;Grimmen, Vorpommern-Rügen, Mecklenburg-Vorpommern, 18507, Deutschland;54.1128666;13.0442375
407;Eger;6;Eger, Egri járás, Heves megye, Észak-Magyarország, Alföld és Észak, Magyarország;47.8989887;20.3743665
408;Bad Freienwalde (Oder);6;Bad Freienwalde (Oder), Märkisch-Oderland, Brandenburg, 16259, Deutschland;52.787521;14.0300689
409;Mladá Boleslav;6;Mladá Boleslav, okres Mladá Boleslav, Střední Čechy, Česko;50.4116187;14.9031301
410;Hamburg- Sankt Pauli;6;St. Pauli, Hamburg-Mitte, Hamburg, Deutschland;53.5539347;9.9594316
411;Fraustadt;6;Wschowa, gmina Wschowa, powiat wschowski, województwo lubuskie, 67-400, Polska;51.8038354;16.3172771
412;Lingen (Ems);6;Lingen (Ems), Landkreis Emsland, Niedersachsen, Deutschland;52.5224659;7.316584
413;Galatz;6;Galați, România;45.4338215;28.0549395
414;Königshütte;6;Chorzów, Górnośląsko-Zagłębiowska Metropolia, województwo śląskie, Polska;50.288556299999996;18.97044253093511
415;Alzey;6;Alzey, Landkreis Alzey-Worms, Rheinland-Pfalz, Deutschland;49.7455695;8.1150946
416;Frauenfeld;6;Frauenfeld, Bezirk Frauenfeld, Thurgau, Schweiz/Suisse/Svizzera/Svizra;47.5561915;8.8963347
417;Kőszeg;6;Kőszeg, Kőszegi járás, Vas megye, Nyugat-Dunántúl, Dunántúl, Magyarország;47.3894949;16.5406843
418;Oelsnitz/Vogtl.;6;Oelsnitz/Vogtland, Verwaltungsgemeinschaft Oelsnitz/Vogtl., Vogtlandkreis, Sachsen, 08606, Deutschland;50.4118935;12.1568975
419;Kleve;6;Kleve, Kreis Kleve, Nordrhein-Westfalen, 47533, Deutschland;51.7854839;6.131367415330141
420;Ohrdruf;6;Ohrdruf, Landkreis Gotha, Thüringen, 99885, Deutschland;50.8270085;10.7319499
421;Chełmno;6;Chełmno, gmina Stolno, powiat chełmiński, województwo kujawsko-pomorskie, 86-200, Polska;53.35250284999999;18.440424707276136
422;Inowrazlaw;6;Inowrocław, gmina Inowrocław, powiat inowrocławski, województwo kujawsko-pomorskie, Polska;52.781464299999996;18.246308553210774
423;Lemgo;6;Lemgo, Kreis Lippe, Nordrhein-Westfalen, 32657, Deutschland;52.0280674;8.9012894
424;Kapstadt;6;Cape Town, City of Cape Town, Western Cape, 8001, South Africa;-33.928992;18.417396
425;Leoben;6;Leoben, Bezirk Leoben, Steiermark, Österreich;47.3805128;15.0947756
426;Demmin;6;Demmin, Mecklenburgische Seenplatte, Mecklenburg-Vorpommern, 17109, Deutschland;53.9070019;13.0327836
427;Oradea;6;Oradea, Zona Metropolitană Oradea, Bihor, România;47.0549163;21.9285231
428;Oranienburg;6;Oranienburg, Oberhavel, Brandenburg, 16515, Deutschland;52.7529379;13.2457591
429;Aurich;6;Aurich, Landkreis Aurich, Niedersachsen, Deutschland;53.4695604;7.4823808
430;Groß-Lichterfelde;6;Bahnhof Lichterfelde West, Hans-Sachs-Straße, Lichterfelde, Steglitz-Zehlendorf, Berlin, 12205, Deutschland;52.4433134;13.29472231944721
431;Limburg a. d. Lahn;6;Limburg a. d. Lahn, Landkreis Limburg-Weilburg, Hessen, Deutschland;50.3876305;8.0636197
432;Varel;6;Varel, Landkreis Friesland, Niedersachsen, 26316, Deutschland;53.395777;8.1372149
433;Rosenheim;6;Rosenheim, Bayern, Deutschland;47.8539273;12.127262
434;Wollstein;6;Wöllstein, Landkreis Alzey-Worms, Rheinland-Pfalz, 55597, Deutschland;49.8123086;7.960819
435;Trautenau;6;Trutnov, okres Trutnov, Královéhradecký kraj, Severovýchod, 54101, Česko;50.5650371;15.916961395515788
436;Zofingen;6;Zofingen, Bezirk Zofingen, Aargau, Schweiz/Suisse/Svizzera/Svizra;47.288491;7.9458259
437;Sulzbach;6;Sulzbach, Bad Ems-Nassau, Rhein-Lahn-Kreis, Rheinland-Pfalz, Deutschland;50.302682;7.7518932
438;Schneidemühl;6;Piła, powiat pilski, województwo wielkopolskie, 64-920, Polska;53.1511324;16.7380343
439;Stargard in Pommern;6;Stargard, powiat stargardzki, województwo zachodniopomorskie, Polska;53.3379935;15.0350493
440;Zielenzig;6;Sulęcin, gmina Sulęcin, powiat sulęciński, województwo lubuskie, 69-200, Polska;52.4413768;15.1161501
441;Verona;6;Verona, Veneto, Italia;45.4384958;10.9924122
442;Tarnów;6;Tarnów, powiat tarnowski, województwo małopolskie, Polska;50.025988299999995;20.96405842696229
443;Szeged;6;Szeged, Szegedi járás, Csongrád-Csanád megye, Dél-Alföld, Alföld és Észak, Magyarország;46.2546312;20.1486016
444;Schwelm;6;Schwelm, Ennepe-Ruhr-Kreis, Nordrhein-Westfalen, 58332, Deutschland;51.2841166;7.2924712
445;Sankt Johann, Saar;6;Sankt Johann, Bezirk Mitte, Saarbrücken, Regionalverband Saarbrücken, Saarland, Deutschland;49.2339796;6.9975069
446;Preußisch Stargard;6;Starogard Gdański, powiat starogardzki, województwo pomorskie, 83-200, Polska;53.9671805;18.532113
447;Striegau;6;Strzegom, gmina Strzegom, powiat świdnicki, województwo dolnośląskie, 58-150, Polska;50.9601066;16.3462134
448;Rorschach;6;Rorschach, Wahlkreis Rorschach, Sankt Gallen, 9400, Schweiz/Suisse/Svizzera/Svizra;47.4779686;9.4914025
449;Herzberg (Elster);5;Herzberg (Elster), Elbe-Elster, Brandenburg, 04916, Deutschland;51.6924078;13.2358585
450;Livorno;5;Livorno, Toscana, Italia;42.79021905;10.340281392353766
451;Bleicherode;5;Bleicherode, Landkreis Nordhausen, Thüringen, Deutschland;51.4400566;10.5727462
452;Traunstein;5;Traunstein, Landkreis Traunstein, Bayern, 83278, Deutschland;47.8701474;12.6423403
453;Stuhlweißenburg;5;Székesfehérvár, Székesfehérvári járás, Fejér megye, Közép-Dunántúl, Dunántúl, Magyarország;47.1910169;18.410811
454;Ruhrort;5;Ruhrort, Homberg/Ruhrort/Baerl, Duisburg, Nordrhein-Westfalen, Deutschland;51.4538969;6.733484
455;Wittstock/Dosse;5;Wittstock/Dosse, Ostprignitz-Ruppin, Brandenburg, 16909, Deutschland;53.1622227;12.4872029
456;Kulmbach;5;Kulmbach, Landkreis Kulmbach, Bayern, 95326, Deutschland;50.1008448;11.4479149
457;Linden;5;Linden, Hachenburg, Westerwaldkreis, Rheinland-Pfalz, Deutschland;50.6019526;7.8504832
458;Warnsdorf;5;Varnsdorf, okres Děčín, Ústecký kraj, Severozápad, Česko;50.9124244;14.6194058
459;Wels;5;Wels, Oberösterreich, 4600, Österreich;48.1565472;14.0243752
460;Schwedt/Oder;5;Schwedt/Oder, Uckermark, Brandenburg, Deutschland;53.0684083;14.269432853254127
461;Oberlahnstein;5;Oberlahnstein, Friedland, Lahnstein, Rhein-Lahn-Kreis, Rheinland-Pfalz, 56112, Deutschland;50.3011686;7.6100803
462;Thun;5;Thun, Verwaltungskreis Thun, Verwaltungsregion Oberland, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra;46.7582827;7.628086
463;Wernigerode;5;Wernigerode, Landkreis Harz, Sachsen-Anhalt, Deutschland;51.8344172;10.7862526
464;Suhl;5;Suhl, Thüringen, Deutschland;50.6086518;10.6926437
465;Remscheid;5;Remscheid, Nordrhein-Westfalen, Deutschland;51.1798706;7.1943544
466;Friedberg (Hessen);5;Friedberg (Hessen), Wetteraukreis, Hessen, 61169, Deutschland;50.3352682;8.7539306
467;Neutitschein;5;Nový Jičín, okres Nový Jičín, Moravskoslezský kraj, Moravskoslezsko, Česko;49.594881;18.0102584
468;Auerbach/Vogtl.;5;Auerbach (Vogtl), Richardshöhe, Auerbach/Vogtland, Vogtlandkreis, Sachsen, 08209, Deutschland;50.5069668;12.3792639
469;Buda;5;Buda, Texas, 78601, United States;30.082475;-97.8417144
470;Gelsenkirchen;5;Gelsenkirchen, Nordrhein-Westfalen, Deutschland;51.5110321;7.0960124
471;Rochlitz;5;Rochlitz, Verwaltungsgemeinschaft Rochlitz, Mittelsachsen, Sachsen, Deutschland;51.0456789;12.7990531
472;Neuhaus, Südböhmen;5;;;
473;Gnesen;5;Gniezno, gmina Gniezno, powiat gnieźnieński, województwo wielkopolskie, Polska;52.52465015;17.598152438162245
474;Bad Ems;5;Bad Ems, Bad Ems-Nassau, Rhein-Lahn-Kreis, Rheinland-Pfalz, 56130, Deutschland;50.3352062;7.7128538
475;Neu-Ulm;5;Neu-Ulm, Landkreis Neu-Ulm, Bayern, Deutschland;48.3954965;10.00589
476;Lauban;5;Lubań, powiat lubański, województwo dolnośląskie, 58-900, Polska;51.114710450000004;15.281157425448038
477;Ilmenau;5;Ilmenau, Ilm-Kreis, Thüringen, Deutschland;50.6867695;10.9142385
478;Oberglogau;5;Głogówek, gmina Głogówek, powiat prudnicki, województwo opolskie, 48-250, Polska;50.3534373;17.8619329
479;Landeshut;5;Kamienna Góra, powiat kamiennogórski, województwo dolnośląskie, 58-400, Polska;50.78468925;16.022363067768467
480;Novi Sad;5;Нови Сад, Град Нови Сад, Јужнобачки управни округ, Војводина, 21000, Србија;45.2551338;19.8451756
481;Werdau;5;Werdau, Zwickau, Sachsen, 08412, Deutschland;50.7361377;12.3763847
482;Bad Arolsen;5;Bad Arolsen, Twistetal, Landkreis Waldeck-Frankenberg, Hessen, 34454, Deutschland;51.3816043;9.0147661
483;Göppingen;5;Göppingen, Vereinbarte Verwaltungsgemeinschaft der Stadt Göppingen, Landkreis Göppingen, Baden-Württemberg, Deutschland;48.7031377;9.6541116
484;Blaubeuren;5;Blaubeuren, Gemeindeverwaltungsverband Blaubeuren, Alb-Donau-Kreis, Baden-Württemberg, 89143, Deutschland;48.4121233;9.7847091
485;Turku;5;Turku, Turun seutukunta, Varsinais-Suomi, Lounais-Suomen aluehallintovirasto, Manner-Suomi, Suomi / Finland;60.4517531;22.2670522
486;Bad Homburg v.d. Höhe;5;Bad Homburg vor der Höhe, Hochtaunuskreis, Hessen, Deutschland;50.2227094;8.6287451
487;Rastenburg;5;Kętrzyn, powiat kętrzyński, województwo warmińsko-mazurskie, Polska;54.08239245;21.365154364692174
488;Karlovac;5;Karlovac, Grad Karlovac, Karlovačka županija, Hrvatska;45.4892522;15.5486303
489;Luckenwalde;5;Luckenwalde, Teltow-Fläming, Brandenburg, 14943, Deutschland;52.0902045;13.1741882
490;Madrid;5;Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28001, España;40.4167047;-3.7035825
491;Győr;5;Győr, Győri járás, Győr-Moson-Sopron megye, Nyugat-Dunántúl, Dunántúl, Magyarország;47.687609;17.6346815
492;Bensheim;5;Bensheim, Kreis Bergstraße, Hessen, 64625, Deutschland;49.6810158;8.6227577
